account_id,fiscal_quarter,csat_score,nps_score
A0564,2025-Q4,5,81
A0564,2026-Q1,2,-44
A0565,2025-Q1,3,13
A0565,2025-Q2,4,54
A0565,2025-Q3,4,35
A0565,2025-Q4,4,27
A0565,2026-Q1,3,-17
A0566,2025-Q1,4,28
A0566,2025-Q2,3,9
A0566,2025-Q3,4,20
A0566,2025-Q4,4,28
A0566,2026-Q1,4,40
A0567,2025-Q1,3,12
A0567,2025-Q2,5,76
A0567,2025-Q3,3,16
A0567,2025-Q4,4,37
A0567,2026-Q1,3,-10
A0568,2025-Q1,3,9
A0568,2025-Q2,3,3
A0568,2025-Q3,4,27
A0568,2025-Q4,5,60
A0568,2026-Q1,3,-9
A0569,2025-Q1,3,-19
A0570,2025-Q1,3,7
A0570,2025-Q2,3,1
A0570,2025-Q3,4,16
A0570,2025-Q4,4,55
A0570,2026-Q1,5,83
A0571,2025-Q1,3,15
A0571,2025-Q2,4,15
A0571,2025-Q3,4,42
A0571,2025-Q4,4,28
A0571,2026-Q1,2,-32
A0572,2025-Q1,3,-15
A0572,2025-Q2,2,-18
A0572,2025-Q3,3,16
A0572,2025-Q4,4,14
A0572,2026-Q1,4,31
A0573,2025-Q1,3,11
A0573,2025-Q2,4,24
A0573,2025-Q3,3,21
A0573,2025-Q4,3,21
A0573,2026-Q1,3,-5
A0574,2025-Q1,4,29
A0574,2025-Q2,4,57
A0574,2025-Q3,4,16
A0574,2025-Q4,3,-5
A0574,2026-Q1,3,0
A0575,2025-Q1,4,44
A0575,2025-Q2,2,-16
A0575,2025-Q3,4,38
A0575,2025-Q4,4,13
A0575,2026-Q1,4,42
A0576,2025-Q1,3,1
A0576,2025-Q2,4,16
A0576,2025-Q3,4,34
A0576,2025-Q4,4,32
A0576,2026-Q1,5,49
A0577,2025-Q1,3,14
A0577,2025-Q2,3,14
A0577,2025-Q3,4,56
A0577,2025-Q4,4,22
A0577,2026-Q1,2,-36
A0578,2025-Q1,4,41
A0578,2025-Q2,2,-55
A0578,2025-Q3,5,62
A0578,2025-Q4,4,45
A0578,2026-Q1,4,57
A0579,2025-Q1,4,30
A0579,2025-Q2,2,-44
A0579,2025-Q3,3,8
A0579,2025-Q4,3,-1
A0579,2026-Q1,3,-7
A0580,2025-Q1,4,51
A0580,2025-Q2,3,-7
A0580,2025-Q3,4,46
A0580,2025-Q4,4,38
A0580,2026-Q1,3,-5
A0581,2025-Q1,4,18
A0581,2025-Q2,4,30
A0581,2025-Q3,3,-14
A0581,2025-Q4,3,16
A0581,2026-Q1,2,-55
A0582,2025-Q1,4,20
A0582,2025-Q2,3,6
A0582,2025-Q3,4,44
A0582,2025-Q4,3,0
A0582,2026-Q1,5,85
A0583,2025-Q1,3,-15
A0583,2025-Q2,4,26
A0583,2025-Q3,3,16
A0583,2025-Q4,3,19
A0583,2026-Q1,4,21
A0584,2025-Q1,3,-21
A0584,2025-Q2,3,-18
A0584,2025-Q3,5,86
A0584,2025-Q4,3,-12
A0584,2026-Q1,3,21
A0585,2025-Q1,4,43
A0585,2025-Q2,3,-4
A0585,2025-Q3,4,14
A0585,2025-Q4,3,6
A0585,2026-Q1,3,21
A0586,2025-Q1,3,-16
A0586,2025-Q2,4,35
A0586,2025-Q3,4,32
A0586,2025-Q4,2,-30
A0586,2026-Q1,3,8
A0587,2025-Q1,3,-7
A0587,2025-Q2,4,20
A0587,2025-Q3,4,52
A0587,2025-Q4,4,49
A0587,2026-Q1,3,-21
A0588,2025-Q1,4,31
A0588,2025-Q2,4,34
A0588,2025-Q3,4,17
A0588,2025-Q4,4,19
A0588,2026-Q1,3,-13
A0589,2025-Q1,4,25
A0589,2025-Q2,4,56
A0589,2025-Q3,3,-6
A0589,2025-Q4,3,-5
A0589,2026-Q1,3,5
A0590,2025-Q1,5,67
A0590,2025-Q2,4,51
A0590,2025-Q3,4,33
A0590,2025-Q4,4,27
A0590,2026-Q1,3,-6
A0591,2025-Q1,4,23
A0591,2025-Q2,3,11
A0591,2025-Q3,4,36
A0591,2025-Q4,3,11
A0591,2026-Q1,5,75
A0592,2025-Q1,3,-8
A0592,2025-Q2,4,32
A0592,2025-Q3,3,-16
A0592,2025-Q4,3,-4
A0592,2026-Q1,4,33
A0593,2025-Q1,4,17
A0593,2025-Q2,4,29
A0593,2025-Q3,3,-6
A0593,2025-Q4,4,25
A0593,2026-Q1,4,53
A0594,2025-Q1,3,1
A0594,2025-Q2,3,-3
A0594,2025-Q3,2,-14
A0594,2025-Q4,4,34
A0594,2026-Q1,3,-16
A0595,2025-Q1,4,25
A0595,2025-Q2,3,4
A0595,2025-Q3,3,-13
A0595,2025-Q4,3,9
A0595,2026-Q1,4,45
A0596,2025-Q1,3,-8
A0596,2025-Q2,3,16
A0596,2025-Q3,4,51
A0596,2025-Q4,3,10
A0596,2026-Q1,4,48
A0597,2025-Q1,3,19
A0597,2025-Q2,4,57
A0597,2025-Q3,3,15
A0597,2025-Q4,4,30
A0597,2026-Q1,4,49
A0598,2025-Q1,4,54
A0598,2025-Q2,5,59
A0598,2025-Q3,4,54
A0598,2025-Q4,4,55
A0598,2026-Q1,3,9
A0599,2025-Q1,3,14
A0599,2025-Q2,3,6
A0599,2025-Q3,5,84
A0599,2025-Q4,5,67
A0599,2026-Q1,4,51
A0600,2025-Q1,3,6
A0600,2025-Q2,3,-12
A0600,2025-Q3,4,46
A0600,2025-Q4,3,-15
A0600,2026-Q1,5,78
A0601,2025-Q1,4,38
A0601,2025-Q2,4,39
A0601,2025-Q3,3,15
A0601,2025-Q4,4,25
A0601,2026-Q1,4,13
A0602,2025-Q1,4,37
A0602,2025-Q2,4,23
A0602,2025-Q3,3,4
A0602,2025-Q4,4,41
A0602,2026-Q1,4,20
A0603,2025-Q1,4,14
A0603,2025-Q2,4,27
A0603,2025-Q3,4,23
A0603,2025-Q4,4,29
A0603,2026-Q1,4,31
A0604,2025-Q1,4,20
A0604,2025-Q2,3,7
A0604,2025-Q3,4,56
A0604,2025-Q4,4,56
A0604,2026-Q1,4,34
A0605,2025-Q1,5,90
A0605,2025-Q2,4,20
A0605,2025-Q3,3,-5
A0605,2025-Q4,3,20
A0605,2026-Q1,3,12
A0606,2025-Q1,3,17
A0606,2025-Q2,2,-15
A0606,2025-Q3,4,45
A0606,2025-Q4,4,25
A0606,2026-Q1,3,-15
A0607,2025-Q1,4,22
A0607,2025-Q2,4,19
A0607,2025-Q3,2,-19
A0607,2025-Q4,4,19
A0607,2026-Q1,4,37
A0608,2025-Q1,5,68
A0608,2025-Q2,3,-2
A0608,2025-Q3,4,50
A0608,2025-Q4,2,-22
A0608,2026-Q1,3,-4
A0609,2025-Q1,3,-14
A0609,2025-Q2,4,45
A0609,2025-Q3,3,20
A0609,2025-Q4,3,9
A0609,2026-Q1,3,-2
A0610,2025-Q1,5,66
A0610,2025-Q2,4,38
A0610,2025-Q3,4,42
A0610,2025-Q4,3,13
A0610,2026-Q1,4,16
A0611,2025-Q1,4,56
A0611,2025-Q2,4,22
A0611,2025-Q3,3,-2
A0611,2025-Q4,4,22
A0611,2026-Q1,3,-11
A0612,2025-Q1,3,12
A0612,2025-Q2,3,16
A0612,2025-Q3,4,33
A0612,2025-Q4,5,56
A0612,2026-Q1,3,17
A0613,2025-Q1,4,32
A0613,2025-Q2,4,19
A0613,2025-Q3,3,7
A0613,2025-Q4,4,31
A0613,2026-Q1,4,57
A0614,2025-Q1,3,-14
A0614,2025-Q2,3,-15
A0614,2025-Q3,4,43
A0614,2025-Q4,3,9
A0614,2026-Q1,4,47
A0615,2025-Q1,4,55
A0615,2025-Q2,3,0
A0615,2025-Q3,4,50
A0615,2025-Q4,3,-11
A0615,2026-Q1,3,-3
A0616,2025-Q1,4,25
A0616,2025-Q2,5,70
A0616,2025-Q3,3,-3
A0616,2025-Q4,4,28
A0616,2026-Q1,5,58
A0617,2025-Q1,3,21
A0617,2025-Q2,4,21
A0617,2025-Q3,3,-4
A0617,2025-Q4,4,15
A0617,2026-Q1,4,27
A0618,2025-Q1,4,38
A0618,2025-Q2,2,-33
A0618,2025-Q3,2,-46
A0618,2025-Q4,3,-10
A0618,2026-Q1,2,-43
A0619,2025-Q1,3,-22
A0619,2025-Q2,4,51
A0619,2025-Q3,3,-10
A0619,2025-Q4,4,39
A0619,2026-Q1,4,31
A0620,2025-Q1,4,35
A0620,2025-Q2,4,26
A0620,2025-Q3,3,1
A0620,2025-Q4,4,20
A0620,2026-Q1,4,26
A0621,2025-Q1,3,-1
A0621,2025-Q2,3,8
A0621,2025-Q3,4,13
A0621,2025-Q4,4,49
A0622,2025-Q1,3,9
A0622,2025-Q2,3,-13
A0622,2025-Q3,3,20
A0622,2025-Q4,3,-4
A0623,2025-Q1,4,42
A0623,2025-Q2,5,84
A0623,2025-Q3,4,48
A0623,2025-Q4,4,57
A0623,2026-Q1,3,1
A0624,2025-Q1,4,33
A0624,2025-Q2,4,56
A0624,2025-Q3,3,-8
A0624,2025-Q4,4,57
A0624,2026-Q1,3,6
A0625,2025-Q1,4,55
A0625,2025-Q2,3,-6
A0625,2025-Q3,5,89
A0625,2025-Q4,4,36
A0625,2026-Q1,3,-4
A0626,2025-Q1,2,-54
A0626,2025-Q2,4,33
A0626,2025-Q3,2,-37
A0626,2025-Q4,4,43
A0626,2026-Q1,4,47
