ticket_id,priority,product,region,resolution_hours
T007157,P3,Core Suite,AMER,42.9
T007158,P2,Core Suite,AMER,14.1
T007159,P3,Automation Edge,AMER,21.7
T007160,P3,Core Suite,AMER,40.7
T007161,P3,Analytics Pro,AMER,36.9
T007162,P3,Analytics Pro,EMEA,20.3
T007163,P3,Analytics Pro,AMER,26.1
T007164,P3,Core Suite,EMEA,20.2
T007165,P2,Analytics Pro,APAC,16
T007166,P1,Analytics Pro,EMEA,9.3
T007167,P1,Automation Edge,AMER,8.4
T007168,P1,Core Suite,AMER,6.7
T007169,P2,Core Suite,EMEA,27.9
T007170,P2,Core Suite,APAC,10.2
T007171,P1,Core Suite,EMEA,5.5
T007172,P3,Analytics Pro,EMEA,19.6
T007173,P3,Core Suite,AMER,20.3
T007174,P3,Core Suite,AMER,34.6
T007175,P2,Analytics Pro,AMER,19
T007176,P2,Automation Edge,AMER,20.2
T007177,P3,Core Suite,AMER,19.4
T007178,P3,Analytics Pro,AMER,48.1
T007179,P3,Analytics Pro,AMER,46.2
T007180,P3,Core Suite,AMER,32.9
T007181,P3,Core Suite,AMER,29
T007182,P3,Core Suite,AMER,37.3
T007183,P1,Core Suite,EMEA,6.3
T007184,P3,Analytics Pro,AMER,30.9
T007185,P3,Analytics Pro,AMER,42.1
T007186,P3,Core Suite,AMER,31
T007187,P3,Analytics Pro,AMER,34.9
T007188,P2,Core Suite,EMEA,27.9
T007189,P2,Analytics Pro,AMER,10.8
T007190,P3,Core Suite,APAC,45.5
T007191,P3,Core Suite,AMER,45.2
T007192,P3,Core Suite,EMEA,29.5
T007193,P2,Analytics Pro,AMER,10.1
T007194,P3,Analytics Pro,APAC,42.3
T007195,P2,Core Suite,AMER,10.5
T007196,P2,Core Suite,APAC,18.7
T007197,P3,Analytics Pro,EMEA,31.4
T007198,P1,Core Suite,AMER,5.3
T007199,P3,Analytics Pro,AMER,19.9
T007200,P3,Core Suite,APAC,23.1
T007201,P2,Analytics Pro,APAC,23.7
T007202,P3,Core Suite,EMEA,29.1
T007203,P3,Automation Edge,AMER,53.5
T007204,P3,Core Suite,APAC,52.7
T007205,P2,Analytics Pro,EMEA,28.3
T007206,P3,Core Suite,AMER,33.3
T007207,P3,Core Suite,EMEA,50.8
T007208,P2,Core Suite,AMER,17.7
T007209,P3,Analytics Pro,AMER,48.7
T007210,P2,Analytics Pro,AMER,18
T007211,P3,Analytics Pro,EMEA,49.9
T007212,P1,Automation Edge,AMER,7.2
T007213,P3,Automation Edge,AMER,23.2
T007214,P3,Core Suite,APAC,51.1
T007215,P1,Core Suite,AMER,5.7
T007216,P1,Automation Edge,AMER,3.1
T007217,P3,Automation Edge,EMEA,34
T007218,P3,Core Suite,EMEA,55.9
T007219,P3,Analytics Pro,EMEA,40.4
T007220,P2,Core Suite,AMER,20
T007221,P2,Core Suite,EMEA,19.4
T007222,P3,Core Suite,AMER,31.3
T007223,P3,Automation Edge,APAC,26.9
T007224,P2,Analytics Pro,EMEA,10.7
T007225,P2,Automation Edge,AMER,26.9
T007226,P2,Analytics Pro,AMER,11.3
T007227,P3,Core Suite,AMER,28.7
T007228,P3,Core Suite,EMEA,44.8
T007229,P1,Analytics Pro,EMEA,5.6
T007230,P3,Analytics Pro,AMER,34.4
T007231,P3,Analytics Pro,AMER,43.5
T007232,P3,Automation Edge,AMER,22
T007233,P2,Automation Edge,APAC,18.5
T007234,P2,Analytics Pro,AMER,10.1
T007235,P2,Core Suite,EMEA,26
T007236,P3,Core Suite,AMER,50
T007237,P3,Analytics Pro,AMER,51.3
T007238,P2,Analytics Pro,EMEA,16.3
T007239,P3,Core Suite,APAC,44.5
T007240,P3,Core Suite,AMER,48.5
T007241,P3,Core Suite,EMEA,41.8
T007242,P2,Core Suite,AMER,12
T007243,P2,Analytics Pro,EMEA,26.4
T007244,P3,Core Suite,AMER,47.6
T007245,P1,Core Suite,AMER,8.6
T007246,P2,Analytics Pro,AMER,12.9
T007247,P2,Analytics Pro,AMER,20.4
T007248,P3,Core Suite,EMEA,28.4
T007249,P2,Automation Edge,AMER,11.2
T007250,P2,Analytics Pro,AMER,17.7
T007251,P2,Automation Edge,AMER,21
T007252,P3,Core Suite,AMER,29.8
T007253,P2,Core Suite,AMER,25.7
T007254,P3,Core Suite,EMEA,41.3
T007255,P3,Core Suite,APAC,40.7
T007256,P1,Core Suite,APAC,7.3
T007257,P3,Core Suite,EMEA,43.1
T007258,P2,Core Suite,AMER,15.7
T007259,P3,Core Suite,AMER,35.1
T007260,P2,Automation Edge,AMER,22.7
T007261,P3,Analytics Pro,AMER,40.7
T007262,P2,Core Suite,AMER,15.9
T007263,P1,Core Suite,APAC,4
T007264,P3,Core Suite,AMER,47.6
T007265,P2,Analytics Pro,AMER,18.5
T007266,P3,Analytics Pro,APAC,38.2
T007267,P1,Core Suite,AMER,5.5
T007268,P3,Automation Edge,EMEA,23.5
T007269,P2,Core Suite,AMER,13.5
T007270,P3,Core Suite,AMER,36.8
T007271,P2,Core Suite,AMER,15
T007272,P3,Analytics Pro,AMER,21.9
T007273,P3,Analytics Pro,EMEA,19.2
T007274,P2,Analytics Pro,AMER,17
T007275,P2,Analytics Pro,AMER,18.9
T007276,P1,Analytics Pro,AMER,3.1
T007277,P3,Core Suite,AMER,34.6
T007278,P3,Analytics Pro,AMER,28.7
T007279,P3,Core Suite,APAC,52.4
T007280,P1,Core Suite,AMER,5.2
T007281,P3,Analytics Pro,AMER,52.4
T007282,P3,Analytics Pro,AMER,39.2
T007283,P3,Core Suite,AMER,28.5
T007284,P1,Core Suite,AMER,6.3
T007285,P3,Core Suite,EMEA,37.1
T007286,P1,Core Suite,AMER,3.6
T007287,P3,Automation Edge,AMER,50.8
T007288,P3,Automation Edge,AMER,45.9
T007289,P3,Automation Edge,EMEA,30.6
T007290,P3,Automation Edge,AMER,33.3
T007291,P2,Automation Edge,APAC,16.3
T007292,P3,Core Suite,AMER,49.8
T007293,P2,Analytics Pro,AMER,10.3
T007294,P3,Analytics Pro,AMER,27
T007295,P2,Automation Edge,AMER,10.5
T007296,P2,Core Suite,EMEA,23
T007297,P3,Automation Edge,AMER,41.3
T007298,P3,Automation Edge,EMEA,31.1
T007299,P2,Core Suite,AMER,22.6
T007300,P3,Core Suite,APAC,45.8
T007301,P1,Core Suite,AMER,7.2
T007302,P2,Analytics Pro,AMER,11.3
T007303,P1,Analytics Pro,AMER,5.7
T007304,P3,Core Suite,EMEA,45.8
T007305,P2,Core Suite,AMER,16.1
T007306,P3,Analytics Pro,EMEA,49.6
T007307,P2,Automation Edge,APAC,19
T007308,P3,Core Suite,AMER,23.6
T007309,P3,Core Suite,AMER,45.1
T007310,P3,Analytics Pro,AMER,43
T007311,P3,Analytics Pro,APAC,30.4
T007312,P3,Core Suite,APAC,34.5
T007313,P3,Core Suite,AMER,46.6
T007314,P2,Automation Edge,AMER,17
T007315,P2,Core Suite,APAC,10.7
T007316,P3,Analytics Pro,APAC,41.1
T007317,P1,Automation Edge,APAC,4.7
T007318,P3,Core Suite,EMEA,34.8
T007319,P3,Automation Edge,EMEA,19.3
T007320,P3,Automation Edge,APAC,41.4
T007321,P3,Automation Edge,AMER,29.7
T007322,P3,Automation Edge,AMER,45.4
T007323,P3,Core Suite,AMER,26.2
T007324,P3,Automation Edge,AMER,19.1
T007325,P3,Analytics Pro,AMER,19.8
T007326,P3,Analytics Pro,APAC,37.8
T007327,P3,Analytics Pro,AMER,29.9
T007328,P2,Analytics Pro,EMEA,16
T007329,P1,Core Suite,AMER,4.8
T007330,P3,Core Suite,AMER,36.5
T007331,P3,Analytics Pro,EMEA,19.2
T007332,P3,Analytics Pro,AMER,44.3
T007333,P3,Analytics Pro,EMEA,42.2
T007334,P3,Analytics Pro,AMER,42.1
T007335,P3,Analytics Pro,EMEA,21.4
T007336,P3,Core Suite,APAC,46.3
T007337,P2,Automation Edge,AMER,26.6
T007338,P3,Analytics Pro,AMER,31.4
T007339,P3,Analytics Pro,AMER,29.2
T007340,P2,Core Suite,AMER,26.8
T007341,P1,Core Suite,AMER,5
T007342,P3,Analytics Pro,AMER,42.8
T007343,P2,Automation Edge,EMEA,27.2
T007344,P2,Core Suite,AMER,9.7
T007345,P3,Automation Edge,AMER,26.7
T007346,P3,Automation Edge,APAC,49.5
T007347,P3,Automation Edge,APAC,50.8
T007348,P2,Core Suite,AMER,15.2
T007349,P3,Core Suite,AMER,45.5
T007350,P3,Core Suite,AMER,25.9
T007351,P2,Automation Edge,APAC,15.9
T007352,P3,Analytics Pro,AMER,38.3
T007353,P2,Analytics Pro,AMER,25
T007354,P2,Core Suite,APAC,16.5
T007355,P3,Core Suite,AMER,22
T007356,P3,Analytics Pro,APAC,37
T007357,P2,Core Suite,APAC,25.6
T007358,P3,Core Suite,EMEA,45.5
T007359,P3,Automation Edge,AMER,39.6
T007360,P3,Core Suite,AMER,28.5
T007361,P3,Core Suite,AMER,39.2
T007362,P1,Analytics Pro,APAC,3.5
T007363,P2,Core Suite,AMER,25.2
T007364,P2,Analytics Pro,AMER,22.8
T007365,P3,Core Suite,AMER,38.1
T007366,P3,Automation Edge,APAC,37.8
T007367,P2,Automation Edge,AMER,26.5
T007368,P1,Analytics Pro,EMEA,5.2
T007369,P2,Core Suite,EMEA,10.3
T007370,P2,Core Suite,AMER,11.8
T007371,P2,Automation Edge,AMER,26.2
T007372,P3,Core Suite,APAC,34.2
T007373,P3,Analytics Pro,AMER,34.1
T007374,P3,Analytics Pro,AMER,39.8
T007375,P1,Automation Edge,AMER,8.8
T007376,P3,Core Suite,AMER,31
T007377,P2,Analytics Pro,AMER,13.9
T007378,P3,Core Suite,AMER,49.3
T007379,P1,Core Suite,AMER,5.7
T007380,P3,Automation Edge,AMER,40.2
T007381,P2,Analytics Pro,AMER,17
T007382,P3,Core Suite,AMER,36.1
T007383,P3,Automation Edge,APAC,45.1
T007384,P3,Automation Edge,AMER,50.7
T007385,P2,Automation Edge,AMER,11.3
T007386,P2,Analytics Pro,AMER,24.2
T007387,P2,Automation Edge,AMER,23.9
T007388,P3,Automation Edge,AMER,31.7
T007389,P2,Core Suite,AMER,16.3
T007390,P3,Analytics Pro,AMER,43.7
T007391,P3,Analytics Pro,APAC,31.2
T007392,P1,Core Suite,AMER,4.7
T007393,P2,Analytics Pro,EMEA,24
T007394,P1,Analytics Pro,AMER,7.4
T007395,P2,Analytics Pro,AMER,17.8
T007396,P2,Analytics Pro,EMEA,16.1
T007397,P3,Core Suite,AMER,30.9
T007398,P3,Analytics Pro,AMER,52.9
T007399,P2,Core Suite,EMEA,19.9
T007400,P3,Analytics Pro,AMER,29.9
T007401,P3,Analytics Pro,AMER,27.9
T007402,P3,Core Suite,AMER,32.5
T007403,P3,Core Suite,AMER,43.2
T007404,P3,Analytics Pro,EMEA,22.4
T007405,P2,Automation Edge,AMER,23
T007406,P3,Core Suite,EMEA,46.5
T007407,P3,Analytics Pro,EMEA,44.8
T007408,P3,Core Suite,APAC,41.2
T007409,P3,Analytics Pro,EMEA,25.2
T007410,P3,Core Suite,AMER,34.6
T007411,P1,Core Suite,EMEA,5.2
T007412,P3,Analytics Pro,AMER,33.6
T007413,P3,Analytics Pro,APAC,28.2
T007414,P2,Core Suite,EMEA,26.7
T007415,P2,Core Suite,EMEA,27
T007416,P3,Automation Edge,APAC,36.6
T007417,P2,Analytics Pro,AMER,23
T007418,P3,Core Suite,AMER,39
T007419,P2,Core Suite,APAC,15.5
T007420,P2,Analytics Pro,APAC,12
T007421,P2,Core Suite,EMEA,17.1
T007422,P3,Core Suite,AMER,27
T007423,P3,Automation Edge,EMEA,36.8
T007424,P3,Automation Edge,APAC,35.7
T007425,P2,Analytics Pro,AMER,23.6
T007426,P1,Core Suite,APAC,5.1
T007427,P1,Analytics Pro,APAC,4.3
T007428,P2,Automation Edge,APAC,25.6
T007429,P3,Automation Edge,EMEA,53.9
T007430,P3,Analytics Pro,EMEA,54.7
T007431,P3,Core Suite,EMEA,38.5
T007432,P3,Analytics Pro,AMER,37.8
T007433,P3,Analytics Pro,AMER,31.6
T007434,P3,Analytics Pro,AMER,21.6
T007435,P3,Automation Edge,AMER,24.7
T007436,P3,Core Suite,AMER,22.5
T007437,P3,Core Suite,AMER,25.4
T007438,P2,Core Suite,AMER,11.5
T007439,P3,Automation Edge,APAC,19.5
T007440,P2,Analytics Pro,EMEA,22.1
T007441,P2,Automation Edge,AMER,13.7
T007442,P3,Automation Edge,AMER,30.3
T007443,P3,Analytics Pro,AMER,45.9
T007444,P2,Automation Edge,EMEA,13.6
T007445,P3,Core Suite,AMER,52.5
T007446,P2,Automation Edge,AMER,26.4
T007447,P1,Automation Edge,APAC,3.3
T007448,P3,Automation Edge,EMEA,26.8
T007449,P2,Core Suite,EMEA,21.4
T007450,P3,Core Suite,EMEA,29.6
T007451,P2,Automation Edge,AMER,16.4
T007452,P3,Analytics Pro,AMER,51.9
T007453,P3,Core Suite,APAC,33.5
T007454,P3,Core Suite,EMEA,33.3
T007455,P3,Core Suite,AMER,47.9
T007456,P2,Core Suite,APAC,15.5
T007457,P2,Analytics Pro,AMER,23.8
T007458,P2,Analytics Pro,AMER,24.4
T007459,P3,Core Suite,AMER,48.3
T007460,P1,Analytics Pro,AMER,3.5
T007461,P2,Core Suite,EMEA,18.1
T007462,P3,Analytics Pro,AMER,33.8
T007463,P2,Analytics Pro,AMER,25
T007464,P2,Automation Edge,AMER,16.1
T007465,P3,Core Suite,AMER,30.7
T007466,P3,Automation Edge,AMER,39.5
T007467,P3,Core Suite,EMEA,40.3
T007468,P3,Analytics Pro,AMER,38.3
T007469,P3,Core Suite,APAC,43.9
T007470,P2,Analytics Pro,AMER,26.9
T007471,P3,Automation Edge,AMER,52
T007472,P3,Analytics Pro,APAC,53.5
T007473,P3,Automation Edge,EMEA,45.5
T007474,P3,Core Suite,AMER,29.1
T007475,P3,Core Suite,AMER,26.8
T007476,P3,Analytics Pro,APAC,40.2
T007477,P2,Analytics Pro,AMER,17.7
T007478,P2,Analytics Pro,EMEA,27.8
T007479,P2,Automation Edge,AMER,17.2
T007480,P3,Analytics Pro,AMER,40.3
T007481,P2,Automation Edge,AMER,14
T007482,P2,Automation Edge,APAC,19.4
T007483,P3,Automation Edge,APAC,20.6
T007484,P3,Analytics Pro,AMER,27.4
T007485,P2,Analytics Pro,AMER,22
T007486,P3,Core Suite,AMER,44.9
T007487,P1,Automation Edge,APAC,3.5
T007488,P3,Analytics Pro,EMEA,23.9
T007489,P2,Automation Edge,APAC,24
T007490,P3,Analytics Pro,AMER,35.8
T007491,P3,Analytics Pro,AMER,50
T007492,P3,Core Suite,AMER,34.5
T007493,P3,Analytics Pro,EMEA,22.4
T007494,P3,Analytics Pro,AMER,24.7
T007495,P2,Analytics Pro,AMER,18.7
T007496,P3,Analytics Pro,EMEA,54.5
T007497,P3,Core Suite,AMER,27.9
T007498,P3,Core Suite,AMER,27.2
T007499,P3,Automation Edge,AMER,29.6
T007500,P2,Core Suite,AMER,17.3
T007501,P3,Analytics Pro,EMEA,49
T007502,P3,Automation Edge,AMER,29.3
T007503,P3,Core Suite,EMEA,45.2
T007504,P2,Analytics Pro,AMER,18.5
T007505,P1,Core Suite,AMER,4.6
T007506,P3,Analytics Pro,AMER,38.1
T007507,P3,Core Suite,AMER,25.1
T007508,P2,Analytics Pro,APAC,25.8
T007509,P3,Analytics Pro,AMER,31
T007510,P3,Analytics Pro,EMEA,54.7
T007511,P3,Analytics Pro,AMER,50.6
T007512,P2,Automation Edge,APAC,9.9
T007513,P3,Core Suite,EMEA,45.1
T007514,P1,Analytics Pro,EMEA,9
T007515,P2,Core Suite,AMER,15.5
T007516,P3,Analytics Pro,AMER,50.1
T007517,P3,Core Suite,AMER,34.6
T007518,P3,Core Suite,EMEA,19.3
T007519,P1,Automation Edge,AMER,3.6
T007520,P2,Core Suite,AMER,13.2
T007521,P3,Analytics Pro,EMEA,43.5
T007522,P3,Core Suite,EMEA,46.2
T007523,P2,Core Suite,AMER,13.9
T007524,P3,Automation Edge,AMER,18.1
T007525,P3,Automation Edge,AMER,18.7
T007526,P2,Core Suite,APAC,23.7
T007527,P3,Analytics Pro,EMEA,31.1
T007528,P3,Automation Edge,AMER,28.4
T007529,P2,Core Suite,EMEA,11.7
T007530,P3,Analytics Pro,EMEA,36.8
T007531,P2,Core Suite,AMER,26.8
T007532,P2,Core Suite,EMEA,10.9
T007533,P2,Automation Edge,APAC,19.1
T007534,P3,Core Suite,AMER,37.7
T007535,P3,Core Suite,EMEA,52.7
T007536,P3,Analytics Pro,AMER,53.3
T007537,P2,Automation Edge,EMEA,21.3
T007538,P3,Core Suite,AMER,49.9
T007539,P1,Automation Edge,EMEA,4.1
T007540,P3,Analytics Pro,AMER,42
T007541,P3,Core Suite,APAC,29.3
T007542,P2,Analytics Pro,AMER,13.1
T007543,P3,Analytics Pro,EMEA,38.2
T007544,P3,Core Suite,AMER,26.1
T007545,P3,Analytics Pro,APAC,40.8
T007546,P3,Automation Edge,EMEA,30.9
T007547,P1,Automation Edge,APAC,7.8
T007548,P2,Analytics Pro,AMER,10.8
T007549,P2,Core Suite,EMEA,18.7
T007550,P1,Analytics Pro,EMEA,6.9
T007551,P2,Core Suite,EMEA,20.8
T007552,P1,Automation Edge,AMER,3.6
T007553,P2,Core Suite,APAC,21
T007554,P2,Automation Edge,EMEA,16
T007555,P2,Core Suite,AMER,19.2
T007556,P3,Analytics Pro,AMER,26.7
T007557,P3,Core Suite,AMER,49.5
T007558,P3,Core Suite,AMER,53.7
T007559,P3,Analytics Pro,AMER,50.6
T007560,P3,Automation Edge,EMEA,56.3
T007561,P2,Automation Edge,AMER,13.6
T007562,P1,Core Suite,EMEA,3.6
T007563,P2,Analytics Pro,EMEA,14.4
T007564,P3,Automation Edge,EMEA,51.6
T007565,P1,Core Suite,AMER,3.1
T007566,P3,Analytics Pro,AMER,43.8
T007567,P3,Core Suite,EMEA,46.6
T007568,P1,Automation Edge,APAC,8.3
T007569,P2,Analytics Pro,APAC,13
T007570,P2,Analytics Pro,APAC,21.9
T007571,P3,Analytics Pro,EMEA,51.7
T007572,P3,Core Suite,AMER,21.4
T007573,P2,Analytics Pro,AMER,22.2
T007574,P2,Core Suite,AMER,15.3
T007575,P3,Analytics Pro,APAC,44
T007576,P3,Core Suite,EMEA,23.1
T007577,P2,Core Suite,APAC,13.6
T007578,P3,Core Suite,EMEA,55.6
T007579,P2,Core Suite,AMER,9.7
T007580,P2,Analytics Pro,AMER,10.8
T007581,P1,Analytics Pro,EMEA,8.3
T007582,P2,Core Suite,EMEA,22.5
T007583,P1,Core Suite,EMEA,6.1
T007584,P3,Core Suite,AMER,50.9
T007585,P2,Analytics Pro,AMER,14.5
T007586,P2,Analytics Pro,AMER,15.6
T007587,P3,Analytics Pro,EMEA,29.9
T007588,P3,Core Suite,EMEA,46.1
T007589,P1,Analytics Pro,AMER,8.7
T007590,P3,Core Suite,AMER,19.5
T007591,P2,Analytics Pro,APAC,15.8
T007592,P3,Core Suite,EMEA,28.5
T007593,P2,Core Suite,AMER,21
T007594,P3,Analytics Pro,APAC,51.1
T007595,P3,Analytics Pro,AMER,28.2
T007596,P2,Automation Edge,AMER,23.5
T007597,P2,Core Suite,AMER,9.8
T007598,P2,Core Suite,EMEA,21.1
T007599,P2,Analytics Pro,AMER,17.9
T007600,P3,Automation Edge,APAC,52.5
T007601,P2,Automation Edge,EMEA,26.3
T007602,P3,Automation Edge,AMER,38.7
T007603,P2,Automation Edge,EMEA,11.7
T007604,P3,Core Suite,AMER,43.6
T007605,P3,Analytics Pro,EMEA,45
T007606,P3,Analytics Pro,AMER,29.2
T007607,P3,Core Suite,EMEA,31.8
T007608,P2,Core Suite,AMER,9.1
T007609,P3,Analytics Pro,APAC,27.6
T007610,P3,Core Suite,EMEA,26.2
T007611,P3,Analytics Pro,EMEA,28.8
T007612,P2,Core Suite,AMER,19.9
T007613,P3,Automation Edge,AMER,36.3
T007614,P3,Analytics Pro,EMEA,48.1
T007615,P2,Core Suite,AMER,21.2
T007616,P3,Core Suite,AMER,47.1
T007617,P3,Core Suite,EMEA,46.8
T007618,P3,Core Suite,AMER,28.4
T007619,P2,Core Suite,AMER,24.9
T007620,P2,Core Suite,AMER,26.3
T007621,P1,Core Suite,EMEA,9.1
T007622,P3,Core Suite,AMER,52.9
T007623,P3,Analytics Pro,EMEA,51
T007624,P2,Automation Edge,AMER,18.7
T007625,P3,Analytics Pro,AMER,24.3
T007626,P1,Automation Edge,AMER,5.1
T007627,P2,Core Suite,AMER,18.2
T007628,P2,Analytics Pro,AMER,11.6
T007629,P1,Analytics Pro,AMER,3.4
T007630,P3,Core Suite,EMEA,48.9
T007631,P3,Core Suite,AMER,37.5
T007632,P1,Automation Edge,EMEA,3.6
T007633,P2,Core Suite,AMER,9.6
T007634,P3,Automation Edge,APAC,33
T007635,P3,Analytics Pro,AMER,23.3
T007636,P2,Analytics Pro,AMER,22
T007637,P3,Analytics Pro,AMER,26
T007638,P3,Core Suite,AMER,25
T007639,P3,Core Suite,AMER,40
T007640,P3,Core Suite,EMEA,45.9
T007641,P3,Automation Edge,AMER,41.1
T007642,P2,Analytics Pro,AMER,26.5
T007643,P2,Analytics Pro,AMER,25.8
T007644,P3,Automation Edge,AMER,29.1
T007645,P3,Core Suite,AMER,36.2
T007646,P3,Core Suite,AMER,20.5
T007647,P2,Core Suite,APAC,22.3
T007648,P2,Analytics Pro,AMER,13.2
T007649,P1,Automation Edge,AMER,4.8
T007650,P2,Core Suite,EMEA,23.1
T007651,P3,Core Suite,EMEA,26.3
T007652,P3,Core Suite,EMEA,26.4
T007653,P3,Core Suite,AMER,41.4
T007654,P2,Analytics Pro,APAC,12.5
T007655,P2,Core Suite,EMEA,24.4
T007656,P3,Automation Edge,EMEA,21.7
T007657,P3,Automation Edge,AMER,22.6
T007658,P3,Core Suite,AMER,21.1
T007659,P2,Automation Edge,AMER,17.8
T007660,P2,Automation Edge,AMER,14.3
T007661,P3,Analytics Pro,APAC,20.1
T007662,P1,Core Suite,EMEA,6.5
T007663,P3,Analytics Pro,AMER,43.5
T007664,P3,Automation Edge,APAC,52.7
T007665,P3,Core Suite,APAC,20.3
T007666,P3,Analytics Pro,AMER,23.2
T007667,P2,Automation Edge,AMER,21
T007668,P2,Automation Edge,EMEA,25.6
T007669,P3,Automation Edge,APAC,42
T007670,P1,Automation Edge,EMEA,7.4
T007671,P1,Core Suite,AMER,8.4
T007672,P2,Analytics Pro,AMER,25.4
T007673,P2,Core Suite,EMEA,20.2
T007674,P2,Automation Edge,AMER,13.2
T007675,P3,Analytics Pro,AMER,25.5
T007676,P3,Core Suite,AMER,46.2
T007677,P2,Core Suite,AMER,10.3
T007678,P3,Automation Edge,AMER,23
T007679,P3,Core Suite,EMEA,44.9
T007680,P2,Automation Edge,AMER,21.3
T007681,P3,Analytics Pro,EMEA,40.9
T007682,P2,Analytics Pro,APAC,21.4
T007683,P3,Analytics Pro,AMER,37.4
T007684,P3,Analytics Pro,APAC,32.3
T007685,P2,Analytics Pro,AMER,24.8
T007686,P3,Core Suite,AMER,41.1
T007687,P1,Analytics Pro,EMEA,6.6
T007688,P3,Analytics Pro,EMEA,26
T007689,P2,Core Suite,AMER,16
T007690,P3,Analytics Pro,AMER,21.6
T007691,P2,Core Suite,AMER,20.5
T007692,P3,Automation Edge,AMER,48
T007693,P2,Analytics Pro,AMER,21.6
T007694,P3,Analytics Pro,EMEA,46.6
T007695,P2,Analytics Pro,AMER,16.5
T007696,P3,Automation Edge,AMER,42.7
T007697,P3,Analytics Pro,AMER,51.3
T007698,P3,Analytics Pro,APAC,50.8
T007699,P1,Core Suite,AMER,5.5
T007700,P2,Core Suite,AMER,13.6
T007701,P3,Analytics Pro,EMEA,31.9
T007702,P3,Core Suite,AMER,32.3
T007703,P2,Analytics Pro,AMER,9.6
T007704,P3,Automation Edge,APAC,30.4
T007705,P1,Automation Edge,APAC,5.5
T007706,P3,Core Suite,EMEA,19
T007707,P3,Analytics Pro,EMEA,54.6
T007708,P2,Analytics Pro,AMER,21.6
T007709,P3,Analytics Pro,APAC,24.9
T007710,P2,Core Suite,AMER,23
T007711,P3,Core Suite,EMEA,36.2
T007712,P2,Automation Edge,AMER,24.8
T007713,P3,Automation Edge,AMER,29.7
T007714,P3,Core Suite,APAC,44.9
T007715,P3,Core Suite,AMER,49.7
T007716,P3,Analytics Pro,EMEA,22.3
T007717,P3,Core Suite,EMEA,52
T007718,P3,Automation Edge,APAC,25.6
T007719,P3,Automation Edge,AMER,18.6
T007720,P2,Automation Edge,EMEA,25
T007721,P3,Automation Edge,EMEA,36.5
T007722,P2,Automation Edge,AMER,24
T007723,P3,Core Suite,APAC,41.6
T007724,P3,Analytics Pro,AMER,52.6
T007725,P3,Core Suite,EMEA,31.7
T007726,P2,Automation Edge,AMER,23.5
T007727,P3,Core Suite,AMER,25.3
T007728,P3,Core Suite,APAC,28.2
T007729,P3,Automation Edge,EMEA,23.4
T007730,P3,Core Suite,AMER,52.5
T007731,P3,Analytics Pro,AMER,33.2
T007732,P3,Automation Edge,EMEA,30.5
T007733,P3,Core Suite,EMEA,33.7
T007734,P3,Automation Edge,EMEA,40.7
T007735,P3,Analytics Pro,AMER,21.4
T007736,P3,Core Suite,AMER,42.1
T007737,P2,Analytics Pro,EMEA,26.3
T007738,P3,Core Suite,AMER,31.6
T007739,P2,Core Suite,AMER,19.6
T007740,P3,Core Suite,EMEA,37.1
T007741,P1,Core Suite,AMER,4.6
T007742,P2,Core Suite,APAC,9.5
T007743,P3,Analytics Pro,EMEA,48.3
T007744,P3,Automation Edge,APAC,21
T007745,P2,Automation Edge,APAC,16.6
T007746,P2,Automation Edge,AMER,14.8
T007747,P3,Core Suite,APAC,24.5
T007748,P3,Core Suite,APAC,21.6
T007749,P2,Automation Edge,EMEA,24.7
T007750,P2,Core Suite,AMER,16.4
T007751,P3,Automation Edge,EMEA,23.9
T007752,P1,Analytics Pro,AMER,4.8
T007753,P3,Automation Edge,AMER,53.7
T007754,P3,Analytics Pro,AMER,48.1
T007755,P2,Automation Edge,AMER,27
T007756,P3,Core Suite,APAC,36.6
T007757,P3,Analytics Pro,EMEA,37.8
T007758,P3,Automation Edge,AMER,50.9
T007759,P3,Analytics Pro,AMER,40.4
T007760,P3,Core Suite,EMEA,47.8
T007761,P3,Automation Edge,AMER,38.9
T007762,P2,Core Suite,EMEA,23.2
T007763,P3,Core Suite,AMER,20.4
T007764,P3,Core Suite,AMER,48.5
T007765,P2,Core Suite,APAC,17.5
T007766,P3,Core Suite,EMEA,25.6
T007767,P2,Core Suite,AMER,18.1
T007768,P3,Analytics Pro,AMER,42.3
T007769,P3,Core Suite,APAC,20.2
T007770,P2,Core Suite,AMER,27
T007771,P2,Analytics Pro,APAC,17.6
T007772,P2,Automation Edge,AMER,17.9
T007773,P2,Core Suite,AMER,14.9
T007774,P2,Analytics Pro,EMEA,14.8
T007775,P3,Automation Edge,APAC,25.9
T007776,P1,Automation Edge,APAC,8.3
T007777,P2,Automation Edge,AMER,19.9
T007778,P2,Analytics Pro,APAC,21.3
T007779,P3,Analytics Pro,AMER,53.2
T007780,P3,Analytics Pro,AMER,35.6
T007781,P2,Core Suite,AMER,16.9
T007782,P1,Core Suite,AMER,3
T007783,P3,Automation Edge,APAC,30.6
T007784,P2,Analytics Pro,AMER,18.8
T007785,P3,Automation Edge,AMER,32.4
T007786,P3,Analytics Pro,APAC,32.6
T007787,P3,Core Suite,APAC,52.7
T007788,P2,Core Suite,EMEA,12.6
T007789,P2,Automation Edge,AMER,13.1
T007790,P3,Analytics Pro,APAC,40.8
T007791,P3,Analytics Pro,APAC,35.7
T007792,P3,Core Suite,EMEA,45.9
