contact_id,account_id,account_name,role,region
C002810,A01169,Granite Logic Ltd,VP Operations,APAC
C002811,A01325,Aurora Logic Inc,Head of Procurement,EMEA
C002812,A01325,Aurora Logic Inc,VP Operations,EMEA
C002813,A01394,Parallel Grid,IT Director,AMER
C002814,A01522,Parallel Logic Inc,Head of Procurement,APAC
C002815,A01522,Parallel Logic Inc,VP Engineering,APAC
C002816,A01079,Cobalt Grid Inc,IT Director,EMEA
C002817,A01079,Cobalt Grid Inc,Solutions Architect,EMEA
C002818,A00912,BluePeak Bridge,VP Operations,AMER
C002819,A01637,Silverline Dynamics Ltd,CFO,EMEA
C002820,A00012,Silverline Bridge Inc,VP Operations,AMER
C002821,A01699,Aurora Dynamics Ltd,IT Director,EMEA
C002822,A01699,Aurora Dynamics Ltd,VP Engineering,EMEA
C002823,A01679,Silverline Stream Inc,Solutions Architect,APAC
C002824,A01679,Silverline Stream Inc,VP Operations,APAC
C002825,A01440,Cobalt Bridge Ltd,VP Operations,AMER
C002826,A01440,Cobalt Bridge Ltd,CFO,AMER
C002827,A00364,Cobalt Labs Ltd,VP Engineering,EMEA
C002828,A01930,Granite Bridge Ltd,VP Operations,APAC
C002829,A01757,Aurora Point Inc,VP Operations,AMER
C002830,A01757,Aurora Point Inc,CFO,AMER
C002831,A01142,Granite Point Ltd,IT Director,APAC
C002832,A01142,Granite Point Ltd,VP Operations,APAC
C002833,A01261,Parallel Works Ltd,CFO,AMER
C002834,A01261,Parallel Works Ltd,VP Engineering,AMER
C002835,A02000,Pinnacle Bridge,VP Engineering,EMEA
C002836,A00141,Silverline Cloud Inc,CFO,EMEA
C002837,A01337,Cobalt Systems Inc,CFO,APAC
C002838,A01305,BluePeak Dynamics,Head of Procurement,AMER
C002839,A01305,BluePeak Dynamics,Head of Procurement,AMER
C002840,A00482,Pinnacle Cloud,VP Operations,APAC
C002841,A01452,BluePeak Labs Ltd,Head of Procurement,AMER
C002842,A01452,BluePeak Labs Ltd,VP Operations,AMER
C002843,A01580,Meridian Works Ltd,IT Director,EMEA
C002844,A01836,Parallel Dynamics Ltd,Solutions Architect,AMER
C002845,A01447,Meridian Point Inc,VP Engineering,EMEA
C002846,A00598,Parallel Works Inc,IT Director,EMEA
C002847,A00598,Parallel Works Inc,IT Director,EMEA
C002848,A00752,BluePeak Systems,VP Engineering,AMER
C002849,A00752,BluePeak Systems,IT Director,AMER
C002850,A00581,BluePeak Stream Ltd,VP Engineering,AMER
C002851,A00581,BluePeak Stream Ltd,VP Engineering,AMER
C002852,A00474,Aurora Systems Inc,VP Operations,EMEA
C002853,A00242,Northwind Cloud,VP Engineering,APAC
C002854,A00242,Northwind Cloud,CFO,APAC
C002855,A00865,BluePeak Point Ltd,Solutions Architect,AMER
C002856,A00865,BluePeak Point Ltd,VP Engineering,AMER
C002857,A00262,Vertex Point Inc,VP Engineering,EMEA
C002858,A00262,Vertex Point Inc,VP Engineering,EMEA
C002859,A00566,Granite Systems,VP Engineering,AMER
C002860,A00566,Granite Systems,Head of Procurement,AMER
C002861,A01837,Meridian Bridge Ltd,Head of Procurement,AMER
C002862,A01837,Meridian Bridge Ltd,Solutions Architect,AMER
C002863,A01620,Northwind Stream,VP Engineering,AMER
C002864,A01966,Granite Grid Inc,IT Director,EMEA
C002865,A00014,BluePeak Logic Inc,Solutions Architect,AMER
C002866,A00014,BluePeak Logic Inc,CFO,AMER
C002867,A01609,BluePeak Logic,Solutions Architect,EMEA
C002868,A01609,BluePeak Logic,VP Operations,EMEA
C002869,A00602,Meridian Works Inc,VP Operations,APAC
C002870,A01678,Cobalt Bridge Ltd,Head of Procurement,AMER
C002871,A01678,Cobalt Bridge Ltd,IT Director,AMER
C002872,A01654,Aurora Dynamics Inc,VP Engineering,EMEA
C002873,A01552,Silverline Labs,CFO,APAC
C002874,A01552,Silverline Labs,VP Operations,APAC
C002875,A01339,Vertex Systems Inc,CFO,EMEA
C002876,A01339,Vertex Systems Inc,VP Operations,EMEA
C002877,A01622,Granite Labs,CFO,AMER
C002878,A01622,Granite Labs,CFO,AMER
C002879,A00434,Pinnacle Systems Inc,Head of Procurement,EMEA
C002880,A00561,Aurora Stream Inc,VP Operations,APAC
C002881,A00561,Aurora Stream Inc,VP Engineering,APAC
C002882,A00990,BluePeak Point Inc,Head of Procurement,EMEA
C002883,A00443,Northwind Logic Inc,VP Operations,EMEA
C002884,A00443,Northwind Logic Inc,Solutions Architect,EMEA
C002885,A01543,Aurora Stream,VP Engineering,AMER
C002886,A01543,Aurora Stream,CFO,AMER
C002887,A01774,Silverline Cloud,Solutions Architect,EMEA
C002888,A01557,Cobalt Bridge Ltd,VP Engineering,AMER
C002889,A01557,Cobalt Bridge Ltd,VP Operations,AMER
C002890,A00949,BluePeak Works Ltd,IT Director,AMER
C002891,A01228,Silverline Works Ltd,CFO,AMER
C002892,A01753,Pinnacle Cloud Inc,Solutions Architect,AMER
C002893,A01088,Meridian Works Inc,CFO,AMER
C002894,A01122,Pinnacle Cloud Inc,IT Director,EMEA
C002895,A01122,Pinnacle Cloud Inc,IT Director,EMEA
C002896,A00589,Aurora Grid Ltd,CFO,EMEA
C002897,A00589,Aurora Grid Ltd,Solutions Architect,EMEA
C002898,A01444,BluePeak Labs,Head of Procurement,APAC
C002899,A01444,BluePeak Labs,VP Engineering,APAC
C002900,A01030,Parallel Grid,IT Director,AMER
C002901,A01030,Parallel Grid,IT Director,AMER
C002902,A00696,Aurora Point Ltd,VP Operations,AMER
C002903,A00696,Aurora Point Ltd,VP Operations,AMER
C002904,A00260,Vertex Grid,Solutions Architect,APAC
C002905,A00260,Vertex Grid,IT Director,APAC
C002906,A01673,Parallel Point Ltd,CFO,AMER
C002907,A01045,BluePeak Grid Ltd,Solutions Architect,AMER
C002908,A01295,Pinnacle Labs Ltd,VP Engineering,EMEA
C002909,A00630,Aurora Point,VP Engineering,EMEA
C002910,A00726,BluePeak Grid,VP Operations,EMEA
C002911,A00837,Meridian Point Ltd,VP Operations,EMEA
C002912,A00596,Cobalt Dynamics Inc,IT Director,EMEA
C002913,A00864,Aurora Bridge Ltd,VP Engineering,APAC
C002914,A00864,Aurora Bridge Ltd,Solutions Architect,APAC
C002915,A01456,Meridian Cloud Inc,IT Director,APAC
C002916,A01456,Meridian Cloud Inc,VP Engineering,APAC
C002917,A01871,Aurora Stream Ltd,Head of Procurement,APAC
C002918,A01984,Pinnacle Grid Ltd,VP Operations,EMEA
C002919,A01080,BluePeak Stream Ltd,VP Engineering,AMER
C002920,A00772,Pinnacle Point Inc,IT Director,EMEA
C002921,A00772,Pinnacle Point Inc,VP Operations,EMEA
C002922,A01023,Northwind Cloud,CFO,AMER
C002923,A01023,Northwind Cloud,CFO,AMER
C002924,A01540,Silverline Stream Ltd,Solutions Architect,AMER
C002925,A01540,Silverline Stream Ltd,VP Engineering,AMER
C002926,A01603,Meridian Grid Ltd,VP Operations,AMER
C002927,A01603,Meridian Grid Ltd,VP Engineering,AMER
C002928,A00122,Granite Stream Ltd,VP Engineering,EMEA
C002929,A01436,Silverline Point,VP Operations,APAC
C002930,A01436,Silverline Point,Head of Procurement,APAC
C002931,A01275,Parallel Systems Inc,VP Engineering,EMEA
C002932,A01010,Granite Dynamics Ltd,IT Director,AMER
C002933,A01067,BluePeak Logic Inc,VP Operations,EMEA
C002934,A00711,Parallel Labs Ltd,VP Operations,EMEA
C002935,A00711,Parallel Labs Ltd,IT Director,EMEA
C002936,A00741,Granite Logic,VP Engineering,AMER
C002937,A00741,Granite Logic,Solutions Architect,AMER
C002938,A01887,Cobalt Logic Ltd,CFO,AMER
C002939,A00251,Cobalt Labs Ltd,Head of Procurement,AMER
C002940,A01801,Meridian Point Inc,VP Operations,AMER
C002941,A01801,Meridian Point Inc,IT Director,AMER
C002942,A01561,Vertex Grid,CFO,EMEA
C002943,A00810,Northwind Bridge,VP Operations,APAC
C002944,A01373,BluePeak Bridge,IT Director,AMER
C002945,A01949,Granite Bridge Inc,VP Engineering,AMER
C002946,A00026,Cobalt Works Inc,IT Director,EMEA
C002947,A00026,Cobalt Works Inc,CFO,EMEA
C002948,A00922,Silverline Dynamics Ltd,Solutions Architect,AMER
C002949,A00922,Silverline Dynamics Ltd,Head of Procurement,AMER
C002950,A00209,Aurora Logic,VP Operations,APAC
C002951,A00209,Aurora Logic,Solutions Architect,APAC
C002952,A01743,BluePeak Dynamics,VP Engineering,APAC
C002953,A01743,BluePeak Dynamics,Solutions Architect,APAC
C002954,A00053,Pinnacle Logic Inc,VP Engineering,EMEA
C002955,A01806,Pinnacle Point,CFO,AMER
C002956,A01851,Silverline Grid Inc,VP Operations,AMER
C002957,A01851,Silverline Grid Inc,IT Director,AMER
C002958,A00991,Granite Labs Ltd,CFO,APAC
C002959,A00991,Granite Labs Ltd,VP Engineering,APAC
C002960,A01843,Northwind Systems Ltd,Head of Procurement,AMER
C002961,A01560,Pinnacle Stream Ltd,CFO,AMER
C002962,A01560,Pinnacle Stream Ltd,VP Engineering,AMER
C002963,A00440,Vertex Dynamics Ltd,VP Operations,AMER
C002964,A00725,Meridian Stream Inc,VP Engineering,AMER
C002965,A00600,Pinnacle Dynamics Inc,Solutions Architect,APAC
C002966,A00671,Silverline Works Inc,CFO,AMER
C002967,A00671,Silverline Works Inc,VP Engineering,AMER
C002968,A00701,Silverline Bridge Ltd,CFO,AMER
C002969,A00701,Silverline Bridge Ltd,VP Operations,AMER
C002970,A01584,BluePeak Bridge,CFO,EMEA
C002971,A00829,Silverline Logic Ltd,Solutions Architect,AMER
C002972,A01082,Pinnacle Works Ltd,Solutions Architect,AMER
C002973,A01082,Pinnacle Works Ltd,CFO,AMER
C002974,A00483,Pinnacle Bridge Inc,Head of Procurement,EMEA
C002975,A01412,Silverline Cloud,Solutions Architect,APAC
C002976,A01415,Pinnacle Point Inc,Solutions Architect,EMEA
C002977,A01914,Cobalt Logic Inc,Solutions Architect,AMER
C002978,A01914,Cobalt Logic Inc,VP Operations,AMER
C002979,A01527,Granite Systems Inc,VP Operations,AMER
C002980,A01527,Granite Systems Inc,CFO,AMER
C002981,A01192,Cobalt Dynamics,CFO,AMER
C002982,A00889,Meridian Logic Ltd,VP Engineering,AMER
C002983,A00682,Parallel Cloud Ltd,VP Operations,APAC
C002984,A00682,Parallel Cloud Ltd,VP Engineering,APAC
C002985,A00799,Aurora Works,Head of Procurement,EMEA
C002986,A01602,Northwind Dynamics Ltd,Head of Procurement,APAC
C002987,A01815,Northwind Dynamics Inc,Solutions Architect,EMEA
C002988,A01815,Northwind Dynamics Inc,IT Director,EMEA
C002989,A00023,Silverline Dynamics Inc,Solutions Architect,EMEA
C002990,A01024,Granite Dynamics,VP Operations,EMEA
C002991,A01024,Granite Dynamics,IT Director,EMEA
C002992,A00527,Meridian Systems,VP Engineering,AMER
C002993,A00527,Meridian Systems,VP Engineering,AMER
C002994,A00715,Pinnacle Bridge Ltd,CFO,EMEA
C002995,A01379,Parallel Works Ltd,CFO,AMER
C002996,A01379,Parallel Works Ltd,Head of Procurement,AMER
C002997,A00713,Granite Systems,IT Director,EMEA
C002998,A01462,Granite Dynamics,CFO,EMEA
C002999,A01588,Vertex Systems Ltd,Head of Procurement,APAC
C003000,A00094,Silverline Logic Inc,IT Director,AMER
C003001,A00094,Silverline Logic Inc,IT Director,AMER
C003002,A00395,Silverline Labs Ltd,Head of Procurement,AMER
C003003,A01116,Vertex Cloud Ltd,CFO,EMEA
C003004,A01116,Vertex Cloud Ltd,Head of Procurement,EMEA
C003005,A01630,Northwind Works Inc,VP Operations,AMER
C003006,A01630,Northwind Works Inc,Solutions Architect,AMER
C003007,A00248,Pinnacle Bridge Inc,VP Engineering,AMER
C003008,A00248,Pinnacle Bridge Inc,Solutions Architect,AMER
C003009,A00118,Meridian Point Ltd,Head of Procurement,EMEA
C003010,A00543,Cobalt Cloud Inc,IT Director,AMER
C003011,A00300,Granite Cloud Ltd,VP Engineering,APAC
C003012,A01516,Aurora Bridge Ltd,CFO,APAC
C003013,A01516,Aurora Bridge Ltd,Head of Procurement,APAC
C003014,A00655,Aurora Dynamics Ltd,Solutions Architect,AMER
C003015,A01458,Pinnacle Bridge,Solutions Architect,AMER
C003016,A01458,Pinnacle Bridge,VP Engineering,AMER
C003017,A01034,Vertex Cloud Inc,Solutions Architect,EMEA
C003018,A01034,Vertex Cloud Inc,Solutions Architect,EMEA
C003019,A00647,Northwind Logic Inc,VP Engineering,AMER
C003020,A00647,Northwind Logic Inc,IT Director,AMER
C003021,A00647,Northwind Logic Inc,CFO,AMER
C003022,A01850,Pinnacle Grid,Solutions Architect,AMER
C003023,A01850,Pinnacle Grid,VP Engineering,AMER
C003024,A00177,Vertex Grid Ltd,VP Operations,AMER
C003025,A01607,BluePeak Point,IT Director,EMEA
C003026,A00903,Parallel Dynamics Inc,Head of Procurement,AMER
C003027,A01553,Cobalt Stream Inc,Solutions Architect,EMEA
C003028,A01553,Cobalt Stream Inc,VP Operations,EMEA
C003029,A00911,Meridian Systems Inc,VP Engineering,AMER
C003030,A01349,Vertex Logic Ltd,VP Engineering,AMER
C003031,A01349,Vertex Logic Ltd,VP Operations,AMER
C003032,A00656,BluePeak Stream Inc,VP Operations,AMER
C003033,A00656,BluePeak Stream Inc,VP Engineering,AMER
C003034,A00603,Aurora Bridge,Solutions Architect,AMER
C003035,A00448,Cobalt Systems,VP Engineering,AMER
C003036,A00448,Cobalt Systems,Head of Procurement,AMER
C003037,A00538,Cobalt Bridge Inc,VP Operations,AMER
C003038,A01999,Meridian Cloud,IT Director,EMEA
C003039,A01999,Meridian Cloud,Head of Procurement,EMEA
C003040,A00909,Northwind Cloud,Head of Procurement,EMEA
C003041,A00909,Northwind Cloud,VP Operations,EMEA
C003042,A01935,BluePeak Point Ltd,VP Operations,AMER
C003043,A01020,Vertex Stream Ltd,Solutions Architect,AMER
C003044,A01020,Vertex Stream Ltd,VP Operations,AMER
C003045,A00705,BluePeak Logic Ltd,Solutions Architect,AMER
C003046,A01236,Aurora Logic Inc,VP Engineering,APAC
C003047,A01236,Aurora Logic Inc,VP Engineering,APAC
C003048,A01809,Cobalt Stream Inc,Head of Procurement,AMER
C003049,A01262,Granite Bridge Ltd,IT Director,AMER
C003050,A00672,Cobalt Grid Ltd,CFO,AMER
C003051,A00672,Cobalt Grid Ltd,IT Director,AMER
C003052,A00234,Parallel Systems Ltd,VP Operations,EMEA
C003053,A00234,Parallel Systems Ltd,VP Engineering,EMEA
C003054,A01137,Vertex Cloud,VP Engineering,AMER
C003055,A01137,Vertex Cloud,Head of Procurement,AMER
C003056,A00653,Vertex Cloud Inc,IT Director,APAC
C003057,A00653,Vertex Cloud Inc,CFO,APAC
C003058,A00379,Meridian Dynamics,Solutions Architect,APAC
C003059,A00617,Aurora Logic,VP Engineering,APAC
C003060,A00617,Aurora Logic,Solutions Architect,APAC
C003061,A01493,Meridian Cloud,CFO,EMEA
C003062,A01732,Aurora Grid Ltd,Solutions Architect,EMEA
C003063,A00223,Vertex Stream Inc,IT Director,AMER
C003064,A01651,Pinnacle Dynamics,Solutions Architect,AMER
C003065,A01651,Pinnacle Dynamics,CFO,AMER
C003066,A00049,BluePeak Stream Inc,VP Operations,AMER
C003067,A01569,Parallel Labs Ltd,Head of Procurement,APAC
C003068,A01569,Parallel Labs Ltd,Head of Procurement,APAC
C003069,A01363,Silverline Grid Inc,VP Engineering,APAC
C003070,A01363,Silverline Grid Inc,VP Operations,APAC
C003071,A01845,BluePeak Labs Inc,Solutions Architect,AMER
C003072,A01646,Silverline Labs Ltd,IT Director,EMEA
C003073,A01058,Aurora Systems,VP Operations,EMEA
C003074,A00559,Vertex Grid,VP Engineering,APAC
C003075,A01606,Parallel Point Inc,Solutions Architect,AMER
C003076,A01606,Parallel Point Inc,IT Director,AMER
C003077,A01545,Meridian Works Ltd,Head of Procurement,AMER
C003078,A01545,Meridian Works Ltd,Solutions Architect,AMER
C003079,A00140,Aurora Grid Inc,VP Engineering,APAC
C003080,A01599,Granite Works Inc,VP Operations,APAC
C003081,A01269,Cobalt Point,VP Engineering,AMER
C003082,A01885,Granite Logic Inc,VP Operations,AMER
C003083,A01515,Vertex Works Inc,CFO,AMER
C003084,A01515,Vertex Works Inc,Head of Procurement,AMER
C003085,A01910,Meridian Systems Ltd,IT Director,APAC
C003086,A01437,Aurora Works,VP Operations,EMEA
C003087,A00154,Pinnacle Labs Ltd,VP Engineering,AMER
C003088,A00154,Pinnacle Labs Ltd,CFO,AMER
C003089,A01894,Silverline Systems Ltd,IT Director,APAC
C003090,A00417,Northwind Bridge,VP Engineering,EMEA
C003091,A00417,Northwind Bridge,Solutions Architect,EMEA
C003092,A00417,Northwind Bridge,Head of Procurement,EMEA
C003093,A01121,Parallel Labs,Solutions Architect,AMER
C003094,A01121,Parallel Labs,VP Engineering,AMER
C003095,A00348,Granite Logic Inc,CFO,AMER
C003096,A00348,Granite Logic Inc,IT Director,AMER
C003097,A01026,Northwind Point Ltd,IT Director,EMEA
C003098,A01026,Northwind Point Ltd,Head of Procurement,EMEA
C003099,A01224,Granite Cloud Inc,VP Engineering,EMEA
C003100,A01283,Pinnacle Logic Inc,Head of Procurement,EMEA
C003101,A00188,Cobalt Grid,Head of Procurement,AMER
C003102,A00188,Cobalt Grid,VP Operations,AMER
C003103,A01632,Silverline Labs,VP Engineering,EMEA
C003104,A01632,Silverline Labs,Head of Procurement,EMEA
C003105,A00815,Meridian Works Inc,VP Engineering,APAC
C003106,A00815,Meridian Works Inc,Solutions Architect,APAC
C003107,A01114,Parallel Point,IT Director,EMEA
C003108,A01210,Northwind Logic Ltd,Head of Procurement,APAC
C003109,A01210,Northwind Logic Ltd,VP Operations,APAC
C003110,A01210,Northwind Logic Ltd,VP Engineering,APAC
C003111,A00775,BluePeak Point Inc,VP Operations,AMER
C003112,A01468,BluePeak Works Ltd,VP Engineering,APAC
C003113,A01468,BluePeak Works Ltd,CFO,APAC
C003114,A01474,BluePeak Dynamics,Head of Procurement,EMEA
C003115,A01474,BluePeak Dynamics,Solutions Architect,EMEA
C003116,A01674,BluePeak Works Ltd,CFO,AMER
C003117,A01674,BluePeak Works Ltd,VP Operations,AMER
C003118,A01547,BluePeak Logic Ltd,IT Director,AMER
C003119,A01547,BluePeak Logic Ltd,CFO,AMER
C003120,A01425,Parallel Bridge Inc,Head of Procurement,EMEA
C003121,A01352,Northwind Point,VP Operations,AMER
C003122,A01097,Northwind Labs Ltd,VP Operations,AMER
C003123,A01097,Northwind Labs Ltd,Solutions Architect,AMER
C003124,A01229,Pinnacle Grid Inc,Head of Procurement,AMER
C003125,A01442,BluePeak Works Ltd,VP Engineering,AMER
C003126,A01442,BluePeak Works Ltd,CFO,AMER
C003127,A01271,Silverline Systems Ltd,Head of Procurement,AMER
C003128,A00285,Pinnacle Systems,VP Engineering,APAC
C003129,A00285,Pinnacle Systems,VP Engineering,APAC
C003130,A01735,Aurora Dynamics Ltd,VP Operations,AMER
C003131,A01735,Aurora Dynamics Ltd,CFO,AMER
C003132,A01422,Cobalt Works Ltd,VP Operations,APAC
C003133,A01197,Cobalt Stream Ltd,Solutions Architect,AMER
C003134,A00352,Pinnacle Dynamics Inc,Head of Procurement,EMEA
C003135,A00352,Pinnacle Dynamics Inc,Head of Procurement,EMEA
C003136,A00665,Northwind Logic,Solutions Architect,APAC
C003137,A01865,Pinnacle Bridge,VP Engineering,AMER
C003138,A01200,Silverline Grid,VP Engineering,AMER
C003139,A01200,Silverline Grid,Solutions Architect,AMER
C003140,A00528,Parallel Bridge Inc,IT Director,AMER
C003141,A00528,Parallel Bridge Inc,VP Operations,AMER
C003142,A01268,Parallel Grid Inc,IT Director,AMER
C003143,A01268,Parallel Grid Inc,Solutions Architect,AMER
C003144,A00299,Cobalt Labs Inc,IT Director,APAC
C003145,A00299,Cobalt Labs Inc,Solutions Architect,APAC
C003146,A00030,Vertex Point,IT Director,AMER
C003147,A00202,Parallel Cloud Inc,VP Engineering,AMER
C003148,A00202,Parallel Cloud Inc,Solutions Architect,AMER
C003149,A01260,Vertex Cloud Ltd,CFO,EMEA
C003150,A01260,Vertex Cloud Ltd,Solutions Architect,EMEA
C003151,A01751,Pinnacle Point,Head of Procurement,AMER
C003152,A01274,Parallel Labs Ltd,Head of Procurement,APAC
C003153,A01366,Pinnacle Stream,Solutions Architect,AMER
C003154,A01366,Pinnacle Stream,VP Operations,AMER
C003155,A00238,Cobalt Cloud Ltd,Solutions Architect,AMER
C003156,A00238,Cobalt Cloud Ltd,CFO,AMER
C003157,A01791,Pinnacle Grid,IT Director,APAC
C003158,A01791,Pinnacle Grid,VP Engineering,APAC
C003159,A00475,Pinnacle Systems,Solutions Architect,AMER
C003160,A01798,Silverline Logic,Head of Procurement,AMER
C003161,A01798,Silverline Logic,VP Operations,AMER
C003162,A00498,Meridian Bridge Ltd,VP Engineering,AMER
C003163,A01282,Vertex Bridge,Solutions Architect,AMER
C003164,A01282,Vertex Bridge,CFO,AMER
C003165,A01919,Meridian Stream Ltd,VP Operations,EMEA
C003166,A01919,Meridian Stream Ltd,VP Engineering,EMEA
C003167,A01234,Meridian Cloud Inc,VP Engineering,EMEA
C003168,A01234,Meridian Cloud Inc,VP Engineering,EMEA
C003169,A00332,Granite Cloud Ltd,VP Engineering,APAC
C003170,A01263,Pinnacle Logic Ltd,VP Engineering,AMER
C003171,A01263,Pinnacle Logic Ltd,Head of Procurement,AMER
C003172,A01272,Vertex Labs Inc,IT Director,EMEA
C003173,A01272,Vertex Labs Inc,VP Engineering,EMEA
C003174,A01766,BluePeak Logic Ltd,CFO,EMEA
C003175,A01766,BluePeak Logic Ltd,Solutions Architect,EMEA
C003176,A00226,Silverline Labs Ltd,VP Operations,EMEA
C003177,A00442,Granite Logic,VP Engineering,EMEA
C003178,A00442,Granite Logic,Solutions Architect,EMEA
C003179,A00194,Meridian Logic,Solutions Architect,APAC
C003180,A00194,Meridian Logic,VP Engineering,APAC
C003181,A00194,Meridian Logic,Head of Procurement,APAC
C003182,A01104,Meridian Dynamics,IT Director,AMER
C003183,A01965,BluePeak Systems Inc,Solutions Architect,EMEA
C003184,A01965,BluePeak Systems Inc,VP Operations,EMEA
C003185,A01614,BluePeak Bridge Inc,IT Director,EMEA
C003186,A01807,Cobalt Bridge Inc,IT Director,AMER
C003187,A01952,BluePeak Point Inc,CFO,APAC
C003188,A00126,Meridian Works,CFO,AMER
C003189,A00126,Meridian Works,IT Director,AMER
C003190,A00224,Granite Grid Ltd,IT Director,APAC
C003191,A00734,Vertex Dynamics Inc,VP Operations,EMEA
C003192,A00734,Vertex Dynamics Inc,IT Director,EMEA
C003193,A00604,Cobalt Bridge,IT Director,AMER
C003194,A00604,Cobalt Bridge,VP Operations,AMER
C003195,A00582,Silverline Dynamics,VP Operations,AMER
C003196,A00074,Northwind Stream Inc,Solutions Architect,AMER
C003197,A01292,Cobalt Bridge Ltd,CFO,EMEA
C003198,A01292,Cobalt Bridge Ltd,VP Operations,EMEA
C003199,A01901,Vertex Point,VP Engineering,EMEA
C003200,A01901,Vertex Point,VP Engineering,EMEA
C003201,A00790,Pinnacle Systems Inc,IT Director,EMEA
C003202,A00790,Pinnacle Systems Inc,CFO,EMEA
C003203,A01077,Aurora Cloud,IT Director,EMEA
C003204,A00594,Granite Grid Inc,IT Director,AMER
C003205,A01677,Parallel Works Inc,Head of Procurement,AMER
C003206,A01090,Parallel Systems,IT Director,AMER
C003207,A01575,Cobalt Logic Inc,Head of Procurement,AMER
C003208,A01140,Cobalt Cloud Inc,VP Operations,EMEA
C003209,A01996,Vertex Works Ltd,VP Operations,EMEA
C003210,A00754,Granite Stream,CFO,EMEA
C003211,A00863,Cobalt Dynamics,IT Director,EMEA
C003212,A01240,Silverline Logic,Head of Procurement,AMER
C003213,A00563,Granite Dynamics,Head of Procurement,AMER
C003214,A00563,Granite Dynamics,IT Director,AMER
C003215,A01043,Northwind Grid,Head of Procurement,EMEA
C003216,A00814,Silverline Cloud Inc,VP Engineering,APAC
C003217,A01311,Meridian Point Inc,Head of Procurement,AMER
C003218,A01311,Meridian Point Inc,VP Engineering,AMER
C003219,A00414,Silverline Works,Head of Procurement,AMER
C003220,A00414,Silverline Works,CFO,AMER
C003221,A00657,Vertex Bridge Inc,IT Director,APAC
C003222,A01472,Pinnacle Dynamics Inc,CFO,AMER
C003223,A00085,Silverline Logic Inc,Solutions Architect,AMER
C003224,A00203,Parallel Grid Ltd,VP Operations,EMEA
C003225,A00203,Parallel Grid Ltd,Head of Procurement,EMEA
C003226,A01854,Cobalt Dynamics Ltd,Head of Procurement,EMEA
C003227,A01531,Aurora Labs Ltd,VP Operations,AMER
C003228,A01531,Aurora Labs Ltd,VP Operations,AMER
C003229,A00227,Granite Cloud,Solutions Architect,AMER
C003230,A00227,Granite Cloud,VP Operations,AMER
C003231,A00503,Vertex Point Inc,IT Director,APAC
C003232,A01738,Parallel Logic Ltd,IT Director,AMER
C003233,A01738,Parallel Logic Ltd,Solutions Architect,AMER
C003234,A00341,Silverline Logic Inc,Head of Procurement,EMEA
C003235,A01360,Meridian Dynamics,VP Operations,EMEA
C003236,A01746,Cobalt Grid Ltd,Solutions Architect,EMEA
C003237,A00462,Northwind Cloud Inc,Head of Procurement,AMER
C003238,A00462,Northwind Cloud Inc,Solutions Architect,AMER
C003239,A01499,Parallel Cloud Inc,VP Engineering,APAC
C003240,A01375,Pinnacle Labs Inc,Solutions Architect,EMEA
C003241,A01375,Pinnacle Labs Inc,VP Engineering,EMEA
C003242,A01375,Pinnacle Labs Inc,CFO,EMEA
C003243,A00055,Cobalt Point,IT Director,APAC
C003244,A00645,Parallel Grid Ltd,VP Engineering,APAC
C003245,A00541,Granite Dynamics,Solutions Architect,AMER
C003246,A00504,Pinnacle Dynamics,Solutions Architect,APAC
C003247,A01703,Vertex Grid,Solutions Architect,AMER
C003248,A01703,Vertex Grid,Solutions Architect,AMER
C003249,A00609,Northwind Stream Ltd,VP Engineering,APAC
C003250,A00609,Northwind Stream Ltd,VP Engineering,APAC
C003251,A00953,Cobalt Stream Ltd,VP Operations,AMER
C003252,A00953,Cobalt Stream Ltd,CFO,AMER
C003253,A01816,Northwind Cloud,CFO,EMEA
C003254,A00084,Northwind Labs Inc,VP Operations,AMER
C003255,A00215,Parallel Bridge Inc,VP Engineering,AMER
C003256,A00215,Parallel Bridge Inc,Head of Procurement,AMER
C003257,A01014,Pinnacle Point Inc,Head of Procurement,AMER
C003258,A00365,Vertex Labs Inc,Head of Procurement,AMER
C003259,A00365,Vertex Labs Inc,Solutions Architect,AMER
C003260,A00893,Aurora Systems,VP Engineering,AMER
C003261,A00334,Cobalt Dynamics,Head of Procurement,EMEA
C003262,A00724,Granite Bridge,Solutions Architect,EMEA
C003263,A00724,Granite Bridge,CFO,EMEA
C003264,A00640,Parallel Stream Inc,Head of Procurement,AMER
C003265,A00350,BluePeak Dynamics Ltd,IT Director,EMEA
C003266,A00350,BluePeak Dynamics Ltd,CFO,EMEA
C003267,A01963,Pinnacle Cloud Ltd,IT Director,APAC
C003268,A01963,Pinnacle Cloud Ltd,Solutions Architect,APAC
C003269,A00761,Pinnacle Labs Ltd,Head of Procurement,AMER
C003270,A00731,BluePeak Dynamics,CFO,EMEA
C003271,A00731,BluePeak Dynamics,CFO,EMEA
C003272,A00939,Silverline Grid Ltd,VP Engineering,AMER
C003273,A00939,Silverline Grid Ltd,VP Engineering,AMER
C003274,A00247,Granite Bridge Inc,VP Operations,AMER
C003275,A00802,Meridian Systems,IT Director,AMER
C003276,A00254,Granite Cloud Inc,VP Engineering,EMEA
C003277,A00523,Cobalt Bridge Ltd,VP Engineering,APAC
C003278,A00523,Cobalt Bridge Ltd,CFO,APAC
